NCBI,Final symbol,Human
LOC107374220,tacr1 (3 of 3),TACR1
ace,ace (1 of 6),ACE
LOC107374473,ace (2 of 6),ACE
LOC107374588,ace (3 of 6),ACE
LOC107373083,ace (4 of 6),ACE
LOC107374589,ace (5 of 6),ACE
LOC107373324,ace (6 of 6),ACE
dcaf8,dcaf8,RP11-574F21.3
ppa2,ppa2,PPA2
LOC107391272,kcnq2 (1 of 2),KCNQ2
LOC107384874,kcnq2 (2 of 2),KCNQ2
LOC107373724,rgs21 (1 of 5),RGS8
LOC107373725,rgs21 (2 of 5),RGS21
LOC107393021,rgs21 (3 of 5),RGS1
LOC107393020,rgs21 (4 of 5),RGS1
LOC107373723,rgs21 (5 of 5),RGS18
eif2b3,eif2b3,EIF2B3
slc38a6,slc38a6,SLC38A6
LOC107375045,ier5 (1 of 2),IER5L
LOC107374115,ier5 (2 of 2),IER5L
LOC107390127,map3k13,MAP3K13
eed,eed,EED
ddx20,ddx20,DDX20
LOC107390176,pkd1l2,
tfcp2,tfcp2,TFCP2
dennd3,dennd3,DENND3
arl3,arl3 (1 of 3),ARL3
LOC107374231,arl3 (2 of 3),ARL3
LOC107375764,arl3 (3 of 3),ARL3
asb15,asb15 (1 of 2),ASB15
LOC107389486,asb15 (2 of 2),ASB15
traf6,traf6,TRAF6
ogt,ogt,OGT
gak,gak,GAK
LOC107383092,fzd7 (1 of 3),FZD7
LOC107390230,fzd7 (2 of 3),FZD7
LOC107379270,fzd7 (3 of 3),FZD7
LOC107395802,LOC107395802,
LOC107396731,znf567,ZNF74
LOC107379070,enox2,ENOX1
LOC107383085,cdh6,CDH6
myo1c,myo1c (1 of 2),MYO1C
LOC107386536,myo1c (2 of 2),MYO1C
mllt3,mllt3,MLLT1
pes1,pes1,PES1
afap1,afap1,AFAP1
nhsl1,nhsl1 (1 of 2),NHSL1
LOC107384613,nhsl1 (2 of 2),NHSL1
LOC107377506,ldlrap1 (1 of 4),LDLRAP1
ldlrap1,ldlrap1 (2 of 4),LDLRAP1
LOC107396970,ldlrap1 (3 of 4),LDLRAP1
LOC107377314,ldlrap1 (4 of 4),LDLRAP1
mfn1,mfn1,MFN1
kiaa1841,kiaa1841,KIAA1841
crebbp,crebbp (1 of 2),CREBBP
LOC107390552,crebbp (2 of 2),CREBBP
LOC107394869,pvr,PVR
LOC107397178,serf2,SERF2
LOC107384631,cybb,CYBB
LOC107374846,cebpe,CEBPE
LOC107382675,sh3glb1,SH3GLB1
rps12,rps12,RPS12
fcer1g,fcer1g,CD247
fuca2,fuca2,FUCA2
ube2s,ube2s,UBE2S
LOC107374255,rhbdf1 (1 of 2),RHBDF1
rhbdf1,rhbdf1 (2 of 2),RHBDF1
flrt2,flrt2 (1 of 2),FLRT2
LOC107374387,flrt2 (2 of 2),GP1BA
LOC107375971,cuzd1 (1 of 2),CUZD1
LOC107381473,cuzd1 (2 of 2),CUZD1
LOC107397143,rbm7,RP11-212D19.4
neil3,neil3,NEIL3
LOC107377879,flvcr1,FLVCR1
LOC107385720,sec61a1 (1 of 2),SEC61A1
LOC107384934,sec61a1 (2 of 2),SEC61A1
LOC107384988,chd6,CHD6
dhdds,dhdds,DHDDS
LOC107384050,itpr1 (1 of 2),ITPR1
itpr1,itpr1 (2 of 2),ITPR1
LOC107395014,tmem54 (1 of 2),TMEM54
tmem54,tmem54 (2 of 2),KRTCAP3
LOC107377736,tdrd15,TDRD15
sgcd,sgcd,SGCD
fxr2,fxr2,FXR2
LOC107384149,lingo3 (1 of 2),LINGO3
LOC107395525,lingo3 (2 of 2),LINGO3
asb8,asb8,ASB8
itga10,itga10,ITGA10
LOC107383489,grina (1 of 4),GRINA
LOC107378771,grina (2 of 4),GRINA
grina,grina (3 of 4),GRINA
LOC107396917,grina (4 of 4),GRINA
vps54,vps54,VPS54
rpusd2,rpusd2,RPUSD2
tmed2,tmed2,TMED2
dapl1,dapl1,
LOC107391561,wipi1 (1 of 2),WIPI1
wipi1,wipi1 (2 of 2),WIPI1
dclre1c,dclre1c,DCLRE1C
LOC107390964,ngf (1 of 2),NGF
LOC107385046,ngf (2 of 2),NGF
tfdp1,tfdp1,TFDP1
sh3bgrl,sh3bgrl,SH3BGRL
ap5s1,ap5s1,AP5S1
dlg5,dlg5 (1 of 2),DLG5
LOC107376041,dlg5 (2 of 2),DLG5
glrx,glrx,GLRX
otoa,otoa,OTOA
LOC107375334,gprc5b (1 of 2),GPRC5B
gprc5b,gprc5b (2 of 2),GPRC5B
LOC107376222,junb (1 of 2),JUNB
LOC107393147,junb (2 of 2),JUNB
prc1,prc1 (1 of 4),PRC1
LOC107388510,prc1 (2 of 4),PRC1
LOC107388509,prc1 (3 of 4),PRC1
LOC107374332,prc1 (4 of 4),PRC1
slc35f5,slc35f5,SLC35F5
LOC107382809,bdh1 (1 of 2),BDH1
LOC107377185,bdh1 (2 of 2),BDH1
LOC107391706,gpr68,GPR68
LOC107374833,f2rl1 (1 of 2),F2RL1
f2rl1,f2rl1 (2 of 2),F2RL1
yod1,yod1,YOD1
fam199x,fam199x,FAM199X
dnai2,dnai2,DNAI2
LOC107374072,ifitm5,IFITM5
lyz,lyz,LYZ
htr1a,htr1a (1 of 2),HTR1A
LOC107375022,htr1a (2 of 2),HTR1A
LOC107381543,frmd5 (1 of 3),FRMD5
LOC107388792,frmd5 (2 of 3),FRMD5
LOC107372520,frmd5 (3 of 3),FRMD5
LOC107389027,phlda2,PHLDA2
nell2,nell2,NELL2
timmdc1,timmdc1,TIMMDC1
spcs1,spcs1,SPCS1
prpf39,prpf39 (1 of 2),PRPF39
LOC107377388,prpf39 (2 of 2),PRPF39
LOC107386991,hephl1,HEPHL1
pot1,pot1,POT1
kpna3,kpna3,KPNA3
prkar1a,prkar1a,PRKAR1A
pex13,pex13,PEX13
LOC107395647,tcea2,TCEA2
hectd1,hectd1,HECTD1
arih2,arih2 (1 of 2),ARIH2
LOC107377294,arih2 (2 of 2),RNF19A
dennd1b,dennd1b,DENND1B
ift57,ift57,IFT57
dock5,dock5,DOCK5
cbll1,cbll1,CBLL1
nup58,nup58,NUP58
LOC107381708,pde8a,PDE8A
LOC107393513,LOC107393513,
LOC107377906,plekhg3 (1 of 2),PLEKHG3
LOC107392475,plekhg3 (2 of 2),PLEKHG3
LOC107386865,caln1 (1 of 2),CALN1
caln1,caln1 (2 of 2),CALN1
ssbp2,ssbp2,SSBP2
spice1,spice1,SPICE1
tram2,tram2,TRAM2
dach1,dach1 (1 of 2),DACH1
LOC107389725,dach1 (2 of 2),DACH1
LOC107377419,pla2g16,RARRES3
LOC107376789,trpc5,TRPC5
cstf2,cstf2,CSTF2
LOC107395219,il17d,IL17D
psmc3,psmc3,PSMC3
myoz2,myoz2 (1 of 2),MYOZ2
LOC107375313,myoz2 (2 of 2),MYOZ2
ddx46,ddx46,DDX46
LOC107376484,pcdha3 (1 of 7),PCDHA3
LOC107395890,pcdha3 (2 of 7),PCDHA3
LOC107373860,pcdha3 (3 of 7),PCDHA3
LOC107376366,pcdha3 (4 of 7),PCDHA3
LOC107395884,pcdha3 (5 of 7),PCDHA1
LOC107376492,pcdha3 (6 of 7),PCDH10
LOC107395882,pcdha3 (7 of 7),PCDHA2
LOC107373958,dhfr (1 of 3),DHFR
LOC107389059,dhfr (2 of 3),DHFR
LOC107373203,dhfr (3 of 3),DHFR
LOC107376057,peli1 (1 of 3),PELI1
LOC107384712,peli1 (2 of 3),PELI1
LOC107382286,peli1 (3 of 3),PELI1
seh1l,seh1l,SEH1L
inpp5b,inpp5b,INPP5B
hspb11,hspb11 (1 of 2),HSPB11
LOC107395849,hspb11 (2 of 2),CRYAB
LOC107374434,muc3b,MUC3A
topors,topors (1 of 2),TOPORS
LOC107396728,topors (2 of 2),TOPORS
LOC107384044,atf1,CREB1
hlx,hlx,HLX
LOC107392148,fabp7 (1 of 2),FABP7
fabp7,fabp7 (2 of 2),FABP7
tarbp2,tarbp2,TARBP2
kirrel,kirrel (1 of 2),KIRREL
LOC107383466,kirrel (2 of 2),KIRREL
LOC107384726,pde5a (1 of 2),PDE5A
pde5a,pde5a (2 of 2),PDE5A
rnd2,rnd2 (1 of 2),RND2
LOC107378576,rnd2 (2 of 2),RND2
eif3k,eif3k,EIF3K
syt3,syt3,SYT3
LOC107378168,samd15,SAMD15
LOC107387550,znf503 (1 of 2),ZNF503
znf503,znf503 (2 of 2),ZNF503
ppp1r8,ppp1r8,PPP1R8
prpf38b,prpf38b,PRPF38B
LOC107395483,add3 (1 of 2),ADD3
add3,add3 (2 of 2),ADD3
LOC107391554,LOC107391554,
LOC107393342,tm6sf1 (1 of 2),TM6SF1
tm6sf1,tm6sf1 (2 of 2),TM6SF1
LOC107379601,s100g,S100G
chtf18,chtf18,CHTF18
LOC107384634,rpgr,RPGR
utp20,utp20,UTP20
znrd1,znrd1,ZNRD1
LOC107373730,grik4 (1 of 3),GRIK4
LOC107395841,grik4 (2 of 3),GRIK4
LOC107373627,grik4 (3 of 3),GRIK4
timm9,timm9,TIMM9
ift43,ift43,IFT43
bora,bora,BORA
bhlhe23,bhlhe23,BHLHE23
LOC107381484,idh2 (1 of 2),IDH2
LOC107388798,idh2 (2 of 2),IDH2
gata3,gata3 (1 of 2),GATA3
LOC107391484,gata3 (2 of 2),GATA3
LOC107380902,ptk2b (1 of 2),PTK2B
ptk2b,ptk2b (2 of 2),PTK2B
ak5,ak5,AK5
cul9,cul9,CUL9
LOC107395180,gpr20,GPR20
LOC107390018,itga6 (1 of 3),ITGA6
LOC107379381,itga6 (2 of 3),ITGA6
LOC107384113,itga6 (3 of 3),ITGA6
LOC107385624,neurod4 (1 of 2),NEUROD4
neurod4,neurod4 (2 of 2),NEUROD4
foxd3,foxd3,FOXD3
slc25a12,slc25a12 (1 of 2),SLC25A12
LOC107384108,slc25a12 (2 of 2),SLC25A12
dtwd1,dtwd1,DTWD1
LOC107376867,reg4,REG4
gramd1b,gramd1b,GRAMD1B
vta1,vta1,VTA1
foxred2,foxred2,FOXRED2
LOC107375870,desi2 (1 of 2),DESI2
LOC107391762,desi2 (2 of 2),DESI2
fgf5,fgf5,FGF5
xrn1,xrn1,XRN1
dctn3,dctn3,DCTN3
ttll5,ttll5,TTLL5
traf3ip3,traf3ip3,TRAF3IP3
yars2,yars2,YARS2
ano6,ano6,ANO6
mtif2,mtif2,MTIF2
LOC107378159,nrxn2 (1 of 7),NRXN3
LOC107387769,nrxn2 (2 of 7),NRXN1
LOC107376747,nrxn2 (3 of 7),NRXN2
LOC107391680,nrxn2 (4 of 7),NRXN3
LOC107386384,nrxn2 (5 of 7),NRXN2
LOC107397036,nrxn2 (6 of 7),NRXN2
LOC107391718,nrxn2 (7 of 7),NRXN2
p2rx1,p2rx1,P2RX1
zar1l,zar1l,ZAR1L
ndufb7,ndufb7,NDUFB7
sertm1,sertm1,SERTM1
vps35,vps35,VPS35
LOC107375611,aldob,ALDOB
tti1,tti1,TTI1
LOC107372812,LOC107372812,
ece1,ece1,ECE1
kif27,kif27,KIF27
LOC107394812,LOC107394812,
plod1,plod1,PLOD1
tsen2,tsen2,TSEN2
LOC107392572,gjb4 (1 of 2),GJB4
LOC107392539,gjb4 (2 of 2),GJB4
LOC107397128,dnah12 (1 of 2),ASB14
LOC107391056,dnah12 (2 of 2),DNAH12
epb41l2,epb41l2,EPB41L2
LOC107386034,tor2a,TOR2A
fbxo41,fbxo41 (1 of 2),FBXO41
LOC107396741,fbxo41 (2 of 2),FBXO41
LOC107383139,nebl (1 of 2),NEB
LOC107374720,nebl (2 of 2),NEBL
lrch3,lrch3,LRCH3
abhd13,abhd13,ABHD13
LOC107374391,calu (1 of 2),CALU
LOC107388855,calu (2 of 2),CALU
pde9a,pde9a (1 of 2),PDE9A
LOC107382749,pde9a (2 of 2),PDE9A
csgr11h5orf15,csgr11h5orf15,C5orf15
LOC107376417,eml4 (1 of 2),EML4
LOC107396236,eml4 (2 of 2),EML4
ccdc47,ccdc47,CCDC47
tbx21,tbx21,TBR1
p3h3,p3h3,P3H3
LOC107394808,LOC107394808,
gpr180,gpr180,GPR180
LOC107387937,fam109a (1 of 5),FAM109A
LOC107375914,fam109a (2 of 5),FAM109A
fam109a,fam109a (3 of 5),FAM109A
LOC107373211,fam109a (4 of 5),FAM109A
LOC107378268,fam109a (5 of 5),FAM109A
mthfsd,mthfsd,MTHFSD
LOC107384956,dcaf1,VPRBP
LOC107381209,mum1,MUM1L1
LOC107396752,znf157,ZNF300
LOC107396347,LOC107396347,
LOC107388784,zfp36l3,
pdgfd,pdgfd,PDGFD
ehf,ehf,EHF
LOC107394301,ereg,EREG
LOC107393463,tnfsf15,LTA
ppp2r5b,ppp2r5b,PPP2R5B
akr1a1,akr1a1 (1 of 4),AKR1A1
LOC107393930,akr1a1 (2 of 4),AKR1A1
LOC107384012,akr1a1 (3 of 4),AKR1A1
LOC107377127,akr1a1 (4 of 4),AKR1A1
LOC107372975,LOC107372975,
lipc,lipc,LIPC
c8g,c8g,C8G
LOC107386978,mgat4a (1 of 2),MGAT4A
mgat4a,mgat4a (2 of 2),MGAT4A
ip6k1,ip6k1,IP6K1
LOC107391916,ehd4,EHD4
LOC107373087,kmo (1 of 3),KMO
LOC107374551,kmo (2 of 3),KMO
LOC107373907,kmo (3 of 3),KMO
LOC107393844,arrdc3 (1 of 7),ARRDC3
LOC107393887,arrdc3 (2 of 7),ARRDC3
LOC107393888,arrdc3 (3 of 7),ARRDC3
LOC107394700,arrdc3 (4 of 7),ARRDC3
arrdc3,arrdc3 (5 of 7),ARRDC3
LOC107393845,arrdc3 (6 of 7),ARRDC3
LOC107393889,arrdc3 (7 of 7),ARRDC3
inhba,inhba (1 of 2),INHBA
LOC107373976,inhba (2 of 2),INHBA
slc35e1,slc35e1,SLC35E1
srf,srf (1 of 2),SRF
LOC107393790,srf (2 of 2),SRF
LOC107396611,LOC107396611,
LOC107383000,p2ry12,P2RY12
gemin5,gemin5,GEMIN5
LOC107388549,duoxa2,DUOXA2
LOC107376360,mpst (1 of 2),MPST
LOC107376359,mpst (2 of 2),MPST
cul2,cul2,CUL2
ctnnb1,ctnnb1 (1 of 2),CTNNB1
LOC107394374,ctnnb1 (2 of 2),CTNNB1
klf4,klf4,KLF4
LOC107380997,cldn10 (1 of 6),CLDN10
LOC107380996,cldn10 (2 of 6),CLDN10
LOC107389891,cldn10 (3 of 6),CLDN10
LOC107389890,cldn10 (4 of 6),CLDN10
LOC107389888,cldn10 (5 of 6),CLDN10
LOC107381128,cldn10 (6 of 6),CLDN10
brcc3,brcc3,BRCC3
LOC107391428,tnnc2 (1 of 2),TNNC2
LOC107391429,tnnc2 (2 of 2),TNNC2
LOC107389878,gzmb,CTSG
LOC107390286,itgb2,ITGB2
rpl7a,rpl7a,RPL7A
noa1,noa1,NOA1
LOC107384607,senp7 (1 of 2),SENP7
senp7,senp7 (2 of 2),SENP7
hoxa5,hoxa5,HOXA5
hsf4,hsf4,HSF4
LOC107395047,wwc3 (1 of 2),WWC3
wwc3,wwc3 (2 of 2),WWC3
extl3,extl3,EXTL3
dusp27,dusp27,DUSP27
edil3,edil3,EDIL3
efna2,efna2 (1 of 2),EFNA2
LOC107392086,efna2 (2 of 2),EFNA2
apopt1,apopt1,APOPT1
cntd1,cntd1,CNTD1
LOC107375008,odf2 (1 of 3),ODF2
LOC107386077,odf2 (2 of 3),ODF2
LOC107383820,odf2 (3 of 3),ODF2
zc3h14,zc3h14,ZC3H14
tctn1,tctn1,TCTN1
stx16,stx16,STX16
LOC107375629,ercc6,ERCC6
alas1,alas1,ALAS1
rpl15,rpl15,RPL15
spg7,spg7,SPG7
dnajb4,dnajb4,DNAJB4
tie1,tie1,TIE1
msh3,msh3,MSH3
LOC107383762,plxdc2 (1 of 2),PLXDC2
plxdc2,plxdc2 (2 of 2),PLXDC2
LOC107383393,ccdc106 (1 of 8),CCDC106
LOC107395753,ccdc106 (2 of 8),CCDC106
LOC107391004,ccdc106 (3 of 8),CCDC106
LOC107373545,ccdc106 (4 of 8),CCDC106
LOC107379694,ccdc106 (5 of 8),CCDC106
LOC107383045,ccdc106 (6 of 8),CCDC106
LOC107380519,ccdc106 (7 of 8),CCDC106
LOC107375401,ccdc106 (8 of 8),CCDC106
LOC107396913,tprg1,TPRG1L
utp3,utp3,UTP3
uroc1,uroc1,UROC1
LOC107380919,znf391,ZNF846
acp5,acp5,ACP5
LOC107385890,or51b2 (1 of 2),OR51B2
LOC107385886,or51b2 (2 of 2),OR2T4
rps6kl1,rps6kl1,RPS6KL1
nedd4l,nedd4l,NEDD4L
mettl22,mettl22,METTL22
lgsn,lgsn,LGSN
csnk1a1,csnk1a1,CSNK1A1
cntn5,cntn5,CNTN5
LOC107396789,senp5 (1 of 2),SENP5
LOC107392895,senp5 (2 of 2),SENP5
eef1e1,eef1e1,EEF1E1
hat1,hat1,HAT1
cav3,cav3,CAV3
frmd8,frmd8,FRMD8
LOC107397342,khdrbs1 (1 of 2),KHDRBS1
LOC107392586,khdrbs1 (2 of 2),KHDRBS1
LOC107373477,nlrp12 (1 of 5),NLRP12
LOC107374641,nlrp12 (2 of 5),NLRP12
LOC107396345,nlrp12 (3 of 5),NLRP1
LOC107394040,nlrp12 (4 of 5),NLRC3
LOC107373957,nlrp12 (5 of 5),NLRC3
LOC107389638,il1rl1,IL1RL1
rnf219,rnf219,RNF219
map1lc3c,map1lc3c (1 of 2),MAP1LC3C
LOC107377360,map1lc3c (2 of 2),MAP1LC3C
foxe1,foxe1 (1 of 2),FOXE1
LOC107393203,foxe1 (2 of 2),FOXE1
sp3,sp3 (1 of 2),SP3
LOC107392110,sp3 (2 of 2),SP3
sostdc1,sostdc1 (1 of 2),SOSTDC1
LOC107383258,sostdc1 (2 of 2),SOSTDC1
LOC107377659,apob (1 of 4),APOB
LOC107377658,apob (2 of 4),APOB
LOC107391704,apob (3 of 4),APOB
LOC107386907,apob (4 of 4),
cpsf7,cpsf7,CPSF7
LOC107372604,LOC107372604,
LOC107375874,LOC107375874,
hps6,hps6,HPS6
fnta,fnta,FNTA
LOC107396653,edn2 (1 of 2),EDN2
LOC107395642,edn2 (2 of 2),EDN2
LOC107377938,tiam2 (1 of 3),TIAM2
tiam2,tiam2 (2 of 3),TIAM2
LOC107389664,tiam2 (3 of 3),ITSN1
map9,map9,MAP9
LOC107388438,aplnr (1 of 3),APLNR
LOC107373040,aplnr (2 of 3),APLNR
LOC107393662,aplnr (3 of 3),APLNR
LOC107385031,ppp1r12b (1 of 2),PPP1R12B
LOC107391259,ppp1r12b (2 of 2),PPP1R12A
col14a1,col14a1 (1 of 2),COL14A1
LOC107394420,col14a1 (2 of 2),COL14A1
rbp7,rbp7 (1 of 2),RBP7
LOC107385218,rbp7 (2 of 2),RBP7
pald1,pald1,PALD1
mthfs,mthfs,ST20-MTHFS
gabpb2,gabpb2,GABPB2
th,th (1 of 2),TH
LOC107386767,th (2 of 2),TH
LOC107379041,trim28,TRIM28
LOC107378931,gtf2ird2b (1 of 2),GTF2IRD2B
LOC107373952,gtf2ird2b (2 of 2),GTF2IRD2B
setbp1,setbp1,SETBP1
rbm24,rbm24 (1 of 2),RBM24
LOC107372810,rbm24 (2 of 2),RBM24
tmem179b,tmem179b,TMEM179B
LOC107384139,rxfp3 (1 of 6),RXFP3
LOC107395739,rxfp3 (2 of 6),RXFP3
LOC107395446,rxfp3 (3 of 6),RXFP3
LOC107381754,rxfp3 (4 of 6),RXFP3
LOC107394748,rxfp3 (5 of 6),RXFP3
LOC107381743,rxfp3 (6 of 6),RXFP3
LOC107389514,pard6a,PARD6A
tbl2,tbl2,TBL2
slc25a33,slc25a33,SLC25A33
egfr,egfr (1 of 2),EGFR
LOC107383161,egfr (2 of 2),EGFR
trpt1,trpt1,TRPT1
scx,scx (1 of 2),SCX
LOC107384675,scx (2 of 2),TCF15
fam193a,fam193a,FAM193A
cwf19l2,cwf19l2,CWF19L2
ndufa7,ndufa7,CTD-2550O8.5
LOC107379802,eml1 (1 of 3),EML2
LOC107378102,eml1 (2 of 3),EML1
LOC107392295,eml1 (3 of 3),EML1
LOC107387131,LOC107387131,
cpsf2,cpsf2,CPSF2
LOC107394141,nmrk1,NMRK2
LOC107385762,cdkn1a,CDKN1A
LOC107393515,znf703 (1 of 2),ZNF703
LOC107374857,znf703 (2 of 2),ZNF703
LOC107383770,cacnb3 (1 of 3),CACNB2
LOC107391217,cacnb3 (2 of 3),CACNB3
LOC107390846,cacnb3 (3 of 3),CACNB3
akap13,akap13,AKAP13
hmha1,hmha1,HMHA1
rbm34,rbm34,RBM34
lcp1,lcp1,LCP1
LOC107379763,aqp11 (1 of 3),AQP11
LOC107387113,aqp11 (2 of 3),AQP11
LOC107393428,aqp11 (3 of 3),AQP12B
LOC107396389,hspa12a (1 of 2),HSPA12A
LOC107372332,hspa12a (2 of 2),HSPA12A
nefh,nefh (1 of 7),NEFH
LOC107392149,nefh (2 of 7),
LOC107389315,nefh (3 of 7),
LOC107391414,nefh (4 of 7),NEFH
LOC107396563,nefh (5 of 7),
LOC107396944,nefh (6 of 7),
LOC107391897,nefh (7 of 7),OGFR
LOC107391752,LOC107391752,
mtus2,mtus2 (1 of 3),MTUS2
LOC107386976,mtus2 (2 of 3),MTUS2
LOC107380207,mtus2 (3 of 3),MTUS2
cobl,cobl (1 of 2),COBL
LOC107380959,cobl (2 of 2),COBLL1
LOC107378481,LOC107378481,
cystm1,cystm1 (1 of 2),CYSTM1
LOC107384325,cystm1 (2 of 2),CYSTM1
fndc3a,fndc3a,FNDC3A
LOC107374169,cyp7b1,CYP7B1
pawr,pawr,PAWR
xrcc1,xrcc1,XRCC1
cnn1,cnn1,CNN1
LOC107395393,LOC107395393,C16orf13
fgb,fgb,FGB
ccdc90b,ccdc90b,CCDC90B
pknox2,pknox2,PKNOX2
ptgr1,ptgr1,PTGR1
acadsb,acadsb,ACADSB
atm,atm,ATM
rasl11b,rasl11b,RASL11B
fasn,fasn (1 of 3),FASN
LOC107383154,fasn (2 of 3),FASN
LOC107383034,fasn (3 of 3),FASN
hopx,hopx,HOPX
igf2,igf2,IGF2
LOC107380278,six5,SIX4
LOC107397289,trip6,TRIP6
iws1,iws1,IWS1
LOC107373975,tmc3 (1 of 2),TMC3
LOC107373311,tmc3 (2 of 2),TMC3
hpse2,hpse2,HPSE2
dmrta2,dmrta2,DMRTA2
tbc1d31,tbc1d31,TBC1D31
pdx1,pdx1,PDX1
zdhhc21,zdhhc21,ZDHHC21
gba2,gba2,GBA2
insc,insc (1 of 2),INSC
LOC107374351,insc (2 of 2),INSC
LOC107383619,e2f5,E2F5
gmds,gmds,GMDS
map3k4,map3k4,MAP3K4
ccdc12,ccdc12,CCDC12
frmpd2,frmpd2,FRMPD2
LOC107379397,apoc1,
LOC107373383,eno3,ENO3
tgfb1i1,tgfb1i1,TGFB1I1
fuz,fuz,FUZ
LOC107373684,LOC107373684,
LOC107385068,c1qc (1 of 2),C1QC
LOC107385067,c1qc (2 of 2),C1QA
tcp11l2,tcp11l2,TCP11L2
wwox,wwox,WWOX
acer2,acer2,ACER2
scrn2,scrn2,SCRN2
LOC107397081,npffr1,NPFFR2
pbdc1,pbdc1,PBDC1
slc4a2,slc4a2 (1 of 2),SLC4A2
LOC107383634,slc4a2 (2 of 2),SLC4A2
thyn1,thyn1,THYN1
LOC107392881,zap70,ZAP70
LOC107390831,troap,
LOC107393284,il12rb2 (1 of 2),IL12RB2
LOC107393365,il12rb2 (2 of 2),IL12RB2
ndufs2,ndufs2,NDUFS2
psmg1,psmg1,PSMG1
nkiras2,nkiras2,NKIRAS2
cdc42ep5,cdc42ep5,CDC42EP1
slc45a3,slc45a3,SLC45A3
gmeb2,gmeb2,GMEB2
LOC107394823,rab25 (1 of 3),RAB25
LOC107379125,rab25 (2 of 3),RAB11A
rab25,rab25 (3 of 3),RAB11A
LOC107386064,cds1,CDS1
ubxn2a,ubxn2a,UBXN2A
tab1,tab1,TAB1
fubp1,fubp1,KHSRP
nudcd2,nudcd2,NUDCD2
ccdc130,ccdc130,CCDC130
ferd3l,ferd3l,FERD3L
LOC107384727,arsj,ARSJ
LOC107378930,depdc1b,DEPDC1B
LOC107384536,son,SON
LOC107382005,igf1r (1 of 2),IGF1R
LOC107388825,igf1r (2 of 2),IGF1R
tspear,tspear (1 of 2),TSPEAR
LOC107392146,tspear (2 of 2),TSPEAR
sec23a,sec23a (1 of 2),SEC23A
LOC107388078,sec23a (2 of 2),SEC23A
csdc2,csdc2 (1 of 2),CSDC2
LOC107376316,csdc2 (2 of 2),CSDC2
LOC107382182,kdm4c,AL513412.1
nptn,nptn (1 of 2),NPTN
LOC107388619,nptn (2 of 2),NPTN
tmem245,tmem245,TMEM245
LOC107380027,b3glct (1 of 2),B3GLCT
b3glct,b3glct (2 of 2),B3GLCT
ube3c,ube3c,UBE3C
LOC107394874,tarsl2,
tmem233,tmem233,TMEM233
LOC107385501,LOC107385501,
as3mt,as3mt (1 of 3),AS3MT
LOC107380384,as3mt (2 of 3),AS3MT
LOC107390957,as3mt (3 of 3),
dpy30,dpy30,DPY30
phrf1,phrf1,PHRF1
LOC107377649,sim1 (1 of 2),SIM1
LOC107378892,sim1 (2 of 2),SIM1
LOC107389447,or11h2 (1 of 3),OR11H2
LOC107372918,or11h2 (2 of 3),OR11H2
LOC107389422,or11h2 (3 of 3),OR11H2
nfatc2,nfatc2 (1 of 2),NFATC2
LOC107385406,nfatc2 (2 of 2),NFATC2
LOC107392742,htr3a (1 of 10),HTR3C
LOC107387227,htr3a (2 of 10),HTR3A
LOC107395818,htr3a (3 of 10),HTR3A
LOC107387523,htr3a (4 of 10),HTR3A
LOC107387522,htr3a (5 of 10),HTR3A
LOC107392747,htr3a (6 of 10),HTR3C
LOC107387718,htr3a (7 of 10),HTR3A
LOC107387524,htr3a (8 of 10),HTR3A
LOC107387717,htr3a (9 of 10),HTR3E
LOC107392743,htr3a (10 of 10),HTR3E
cldn1,cldn1 (1 of 2),CLDN19
LOC107384491,cldn1 (2 of 2),CLDN1
znhit6,znhit6,ZNHIT6
kiaa0040,kiaa0040,
cdca2,cdca2,CDCA2
LOC107375102,npr2,NPR2
LOC107395652,tbc1d15 (1 of 2),TBC1D15
tbc1d15,tbc1d15 (2 of 2),TBC1D15
sec24c,sec24c (1 of 2),SEC24C
LOC107386221,sec24c (2 of 2),SEC24C
zbtb48,zbtb48,ZBTB48
grm5,grm5 (1 of 2),GRM5
LOC107386961,grm5 (2 of 2),GRM5
psmb4,psmb4,PSMB4
carhsp1,carhsp1,CARHSP1
LOC107385386,cela1 (1 of 4),CELA1
LOC107385387,cela1 (2 of 4),CELA1
LOC107393374,cela1 (3 of 4),CELA3B
LOC107382814,cela1 (4 of 4),CELA2A
LOC107372473,LOC107372473,
LOC107382717,pard3 (1 of 3),PARD3
LOC107383437,pard3 (2 of 3),PARD3
LOC107382653,pard3 (3 of 3),PARD3
hoxd12,hoxd12,HOXD12
cnot3,cnot3 (1 of 2),CNOT3
LOC107395752,cnot3 (2 of 2),CNOT3
LOC107379957,LOC107379957,COL4A2
hoxa13,hoxa13 (1 of 2),HOXA13
LOC107373760,hoxa13 (2 of 2),HOXA13
LOC107374393,sco2,SCO2
sec24a,sec24a,SEC24A
dok3,dok3,DOK3
LOC107387333,ptprf (1 of 2),PTPRF
LOC107383573,ptprf (2 of 2),PTPRF
aifm1,aifm1 (1 of 2),AIFM1
LOC107389814,aifm1 (2 of 2),AIFM1
ergic1,ergic1,ERGIC1
LOC107375216,fbxl3 (1 of 3),FBXL3
fbxl3,fbxl3 (2 of 3),FBXL3
LOC107381633,fbxl3 (3 of 3),FBXL3
topaz1,topaz1,TOPAZ1
atg16l1,atg16l1 (1 of 2),ATG16L1
