ncbi	human
plin2	PLIN2
trappc3	TRAPPC3
ccdc22	CCDC22
ect2l	ECT2L
LOC107388216	CHADL
LOC107373189	C16orf87
LOC107379016	RDH12
LOC107380389	VTN
mccc2	MCCC2
LOC107376384	SHISA8
prlr	PRLR
LOC107388840	WASH1
LOC107372317	PSD2
LOC107390133	SACS
rpp14	RPP14
scn2b	SCN2B
foxk1	FOXK1
ube3b	UBE3B
elovl6	ELOVL6
fermt2	FERMT2
LOC107385760	AHCYL2
LOC107385858	ZC3HAV1
snx11	SNX11
LOC107389331	TOP1
smoc1	SMOC1
LOC107382114	CCBE1
LOC107381654	TANC1
zfhx3	ZFHX3
LOC107384366	XPR1
plxna4	PLXNA4
ezh1	EZH1
prrt4	PRRT4
LOC107378074	PPP2R5D
rps23	RPS23
LOC107382158	POLQ
LOC107383333	FUCA1
jade1	JADE1
LOC107395132	FKBP10
LOC107376244	PIK3R5
srbd1	SRBD1
uros	UROS
sfxn5	SFXN5
LOC107389451	CD209
cfap100	CFAP100
LOC107380866	CD200
LOC107372490	ZNF235
acot13	ACOT13
ralyl	RALYL
tbr1	TBR1
LOC107391173	CDH26
LOC107394921	CLEC4E
ercc6l	ERCC6L
LOC107387899	FRA10AC1
LOC107396162	MAST2
LOC107384572	SETDB2
LOC107380647	CASR
LOC107382794	SLC9A9
LOC107382811	CSRNP1
LOC107391664	CACNG5
fam63b	FAM63B
LOC107395562	ZNF112
tmem184c	TMEM184C
slc16a13	SLC16A13
ddit4l	DDIT4L
LOC107390728	PHACTR3
pan2	PAN2
six1	SIX1
LOC107376928	ZP3
LOC107377579	KCNH5
cmtm7	CMTM7
lmod3	LMOD3
LOC107396929	RIC3
LOC107372963	YDJC
LOC107374021	SYNE3
il7r	IL7R
LOC107390430	TMED1
wisp1	WISP1
LOC107388585	TMCC3
polr2e	POLR2E
LOC107380782	PRSS16
LOC107383613	APOD
LOC107385141	MYH2
ttc21b	TTC21B
LOC107372534	PROM1
LOC107377231	F8
ret	RET
LOC107384039	ATF7
LOC107386188	IL6ST
LOC107389601	TGFBR2
LOC107392512	LGALS8
alkbh1	ALKBH1
LOC107393265	COLGALT2
qrsl1	QRSL1
LOC107389578	RAB5C
adamts16	ADAMTS16
LOC107373158	ARFRP1
LOC107390996	OR1C1
LOC107389252	FAM169A
LOC107374368	ZNF235
ska3	SKA3
LOC107396947	GABRR2
LOC107391934	CCDC177
abce1	ABCE1
LOC107373400	VTCN1
LOC107373209	ZBED1
lactbl1	LACTBL1
LOC107387559	DUSP26
LOC107374393	SCO2
orc4	ORC4
ndufb4	NDUFB4
LOC107375985	ATG16L1
LOC107393665	PCDH18
aip	AIP
ntrk1	NTRK1
hspg2	HSPG2
LOC107381699	KIAA0907
LOC107387985	HRC
chad	CHAD
LOC107389114	KCNJ8
hsd3b1	HSD3B1
LOC107384379	MYOC
dram1	DRAM1
ggps1	GGPS1
LOC107396734	LYG2
wdr75	WDR75
gramd2	GRAMD2
ncbp3	NCBP3
LOC107396103	ZMYM4
LOC107386332	IGSF9B
LOC107388084	SLC6A15
ap1ar	AP1AR
rcn3	RCN3
LOC107393171	ADAM10
LOC107390158	TMEM198
ept1	EPT1
LOC107394265	DOK1
kmt5b	KMT5B
LOC107374038	DMBX1
cebpa	CEBPA
cecr2	CECR2
LOC107395678	RPA1
cep63	CEP63
LOC107376776	NCAN
LOC107379008	CREB3L4
slc1a3	SLC1A3
LOC107384787	RBM4B
tjp1	TJP1
LOC107392529	MTMR9
LOC107395845	CRHR1
mab21l1	MAB21L1
LOC107373571	ARRDC1
LOC107373295	ZNF235
opa3	OPA3
intu	INTU
ss18	SS18
LOC107376458	SSTR2
LOC107386732	IL2RG
pih1d1	PIH1D1
osbpl8	OSBPL8
f2r	F2R
LOC107381862	GBGT1
hexb	HEXB
lsm14a	LSM14A
LOC107385570	CCDC3
LOC107379683	MEP1B
plcb3	PLCB1
LOC107391405	ARFGEF2
prss48	CTRL
LOC107383975	ELOVL1
cp	CP
LOC107378020	RNF146
LOC107380514	SI
rnf215	RNF215
LOC107387708	PRPH2
clock	CLOCK
LOC107394429	HLA-G
smad1	SMAD1
clcn6	CLCN6
ube2w	UBE2W
LOC107396745	SVIL
tspan12	TSPAN12
LOC107381711	SLC27A2
pigf	PIGF
rabif	RABIF
LOC107386559	PLS3
fam76b	FAM76B
LOC107385572	CAMK1
mff	MFF
LOC107375918	CDHR1
setd1b	SETD1B
med28	MED28
rlf	RLF
LOC107391081	RHCG
LOC107383580	CCL25
h6pd	H6PD
LOC107378331	PRSS23
slc25a16	SLC25A16
csgr06h3orf80	C3orf80
LOC107386068	RUSC2
LOC107393735	DUT
LOC107384977	TGM5
LOC107375822	ZNF333
coq9	COQ9
cpa1	CPA1
LOC107380891	CRYGB
nek4	NEK4
tmem208	TMEM208
ftsj2	FTSJ2
LOC107381941	CD81
LOC107375345	HIST2H2AB
LOC107396232	TRPA1
akirin2	AKIRIN2
vps41	VPS41
dock10	DOCK10
rpl11	RPL11
LOC107373078	NOXA1
LOC107392695	SSX2IP
tmem145	TMEM145
cd63	CD63
map1lc3a	MAP1LC3B
LOC107376451	SOX9
LOC107380405	PDE3A
srrm1	SRRM1
LOC107373827	HS2ST1
fbxl13	FBXL14
LOC107373200	SAMD3
ttc36	TTC36
rfesd	RFESD
LOC107383587	INSR
samd10	SAMD10
rpp40	RPP40
hapln2	HAPLN2
pomp	POMP
LOC107394771	CDC42
mphosph6	MPHOSPH6
LOC107383065	CCL20
LOC107383715	CCR9
LOC107391424	LAMB2
stk3	STK3
rec8	REC8
LOC107388809	RASL11A
LOC107395030	DOC2A
LOC107393511	SMAD2
fat2	FAT2
LOC107382820	CRY1
LOC107386361	YAP1
ireb2	IREB2
LOC107386902	VTN
cdh7	CDH7
LOC107374143	USP18
LOC107384452	CRHR2
nfs1	NFS1
LOC107381102	PRKAG3
rarb	RARB
LOC107391219	CRELD1
gcc1	GCC1
cit	CIT
LOC107373211	FAM109A
arhgap4	SRGAP3
LOC107381486	HIPK2
LOC107376009	B3GNT3
nfkb1	NFKB1
LOC107372839	EPHA6
LOC107391016	BMPR2
LOC107372706	ZNF235
LOC107376884	RPGRIP1L
LOC107382121	SCAMP5
dars	DARS
unc5b	UNC5B
mdm4	MDM4
scaf11	SCAF11
LOC107381034	HPX
dhx9	DHX9
LOC107382358	NLRC3
LOC107394006	GCNT1
crebrf	CREBRF
sash3	SASH3
LOC107385652	HGF
LOC107379112	MRC1
LOC107374235	ARL6
map4k4	TNIK
fbxo8	FBXO8
mrps33	MRPS33
pex16	PEX16
csrp3	CSRP3
slc26a6	SLC26A6
LOC107385606	SSR1
dclre1b	DCLRE1B
LOC107392079	CEP290
LOC107396772	ANTXR2
snapc1	SNAPC1
esr2	ESR2
LOC107395212	C3
p2rx5	P2RX5-TAX1BP3
mpg	MPG
tm9sf4	TM9SF4
LOC107388424	WNT7B
LOC107393635	CRAT
ttc4	TTC4
cflar	CFLAR
ftsj3	FTSJ3
zswim5	ZSWIM5
LOC107380868	GPM6B
s1pr1	S1PR1
vbp1	VBP1
capn9	CAPN9
gpr141	GPR141
rs1	RS1
mcfd2	MCFD2
etv6	ETV6
LOC107385843	MET
LOC107375118	COL24A1
mrps27	MRPS27
myo9b	MYO9B
LOC107375920	LRIT2
LOC107374608	ZNF235
slc35c2	SLC35C2
vti1b	VTI1B
znf451	ZNF451
LOC107386217	H2AFV
LOC107397343	HMBOX1
LOC107395698	FBLN1
LOC107396966	ANK1
dnajc30	DNAJC30
glg1	GLG1
LOC107379300	NQO1
LOC107391077	PABPC1
taf3	TAF3
LOC107379905	OR52K1
LOC107373063	IL10RB
blvrb	BLVRB
dynlt1	DYNLT1
mtch1	MTCH1
mme	MME
nrdc	NRDC
LOC107380091	HSPA8
dock3	DOCK3
LOC107379100	NCAN
cda	CDA
LOC107372717	ERBB4
slc9a3r2	SLC9A3R2
LOC107386339	SIM2
LOC107394645	PIP5K1A
LOC107396071	ASTL
LOC107378748	ZBED9
znf277	ZNF277
LOC107389084	MICAL3
LOC107396577	RP11-766F14.2
LOC107395747	CRHR2
LOC107388935	AHCYL2
ap3b2	AP3B2
LOC107389664	ITSN1
stk39	STK39
LOC107394783	FYN
hnrnpa3	HNRNPA1
nat6	NAT6
LOC107391489	MRC1
lrrc34	LRRC34
LOC107396518	PCMTD1
spata6	SPATA6
atp7a	ATP7A
LOC107394826	VAMP1
mkrn2	MKRN2
LOC107383000	P2RY12
LOC107382234	HMGXB4
LOC107393918	SLC14A2
kiaa1211	KIAA1211
sptan1	SPTAN1
crbn	CRBN
akt1	AKT1
tcea3	TCEA3
LOC107395560	ZNF235
abhd2	ABHD2
tspan9	TSPAN9
LOC107378094	CIPC
dcaf5	DCAF5
pde8b	PDE8B
LOC107386622	GABRB3
hspb1	HSPB1
ccdc126	CCDC126
LOC107377123	KLHL4
LOC107396982	IL1RAPL2
LOC107378341	NOTCH2
LOC107383889	ANKRD13C
LOC107394722	SLC7A7
LOC107373958	DHFR
LOC107394188	THADA
tbpl2	TBP
nptx1	NPTX1
cdc40	CDC40
LOC107377056	PARP14
LOC107385304	COX14
LOC107391374	PHC2
LOC107376259	PLEKHF1
sfr1	SFR1
LOC107394601	PTK2
bend7	BEND7
oxsm	OXSM
mrps36	MRPS36
LOC107395467	LLGL1
LOC107386550	PVRL3
LOC107394552	SLC4A7
LOC107372924	EFTUD2
klhdc2	KLHDC2
mgat4c	MGAT4C
tsta3	TSTA3
gnptab	GNPTAB
prr7	PRR7
coq4	COQ4
hpcal1	HPCAL1
dlgap2	DLGAP2
LOC107391114	ART4
bmp8a	BMP7
LOC107375419	SPTBN5
LOC107382751	GK
trhr	TRHR
xpnpep2	XPNPEP2
LOC107389504	WASL
LOC107395008	SARS2
LOC107375833	RTKN2
LOC107385752	EPS8L3
LOC107396768	DTX4
LOC107389108	GPI
LOC107392624	IL6ST
tubgcp4	TUBGCP4
LOC107377469	LRG1
sema5a	SEMA5A
srsf10	SRSF10
LOC107378268	FAM109A
tm4sf4	TM4SF4
LOC107385110	OGFRL1
tmed6	TMED6
cps1	CPS1
msh4	MSH4
gamt	GAMT
LOC107380657	CLDN17
LOC107388012	MYBPC2
tomm20	TOMM20
tmem136	TMEM136
klf9	KLF9
LOC107397002	VRK2
LOC107388006	KCNC1
fbxl6	FBXL6
sacs	SACS
cd200	CD200
rnf115	RNF115
LOC107396387	HAPLN1
shisa4	SHISA4
naglu	NAGLU
rsu1	RSU1
LOC107372612	GNRHR
ufm1	UFM1
LOC107396846	GNAL
ndufa1	NDUFA1
LOC107391272	KCNQ2
lztfl1	LZTFL1
wdr89	WDR89
tbx22	TBX22
mkrn2os	MKRN2OS
LOC107386190	TTC16
hsf5	HSF5
LOC107379790	KCNK6
LOC107375645	TRIM8
LOC107386347	HSPA8
cand1	CAND1
LOC107384422	RGS16
tet3	TET3
kdf1	KDF1
LOC107372895	COL6A1
hps3	HPS3
LOC107396141	APBA1
fhl1	FHL1
usp31	USP31
cecr1	CECR1
numb	NUMB
pdcd2	PDCD2
LOC107387277	GPR142
LOC107374673	SGK223
LOC107392594	MYCL
amn	AMN
LOC107383294	DYNC1I1
lrch2	LRCH2
gse1	GSE1
slc30a5	SLC30A5
LOC107393757	PRKG1
myod1	MYOD1
cav2	CAV2
LOC107386592	MYO18A
ccdc103	CCDC103
LOC107395482	MAN1A2
LOC107392345	SERPINA10
LOC107383866	HIST1H2BL
mapk10	MAPK10
klhdc1	KLHDC1
LOC107379846	LRFN1
LOC107381571	HPR
LOC107373845	FEN1
tomm40	TOMM40
xpo5	XPO5
myom3	MYOM3
rmdn3	RMDN3
dlx1	DLX1
thoc5	THOC5
LOC107373568	CADPS
LOC107395423	TMEM132D
LOC107372410	ARHGDIB
LOC107387644	PLXDC1
LOC107392001	MAPRE3
vps33a	VPS33A
eps8	EPS8
map2k4	MAP2K4
mtmr2	MTMR2
LOC107393645	ZNF180
LOC107379218	TNFAIP8L2
bcar3	BCAR3
LOC107383403	ADARB2
LOC107377834	SPECC1
sirt1	SIRT1
LOC107382424	KDM2A
hectd2	HECTD2
LOC107380077	PLCH1
urad	URAD
atp6v0e1	ATP6V0E1
LOC107377522	JDP2
jund	JUND
LOC107388294	ZNF850
il10	IL10
LOC107392259	IMPG2
myo5a	MYO5A
LOC107373992	DLGAP1
LOC107394658	S100A16
LOC107393365	IL12RB2
gramd1a	GRAMD1B
gng4	GNG4
ccdc30	CCDC30
fabp6	FABP6
LOC107386382	IGSF11
maob	MAOA
gid4	GID4
LOC107395228	KNG1
LOC107378323	GMIP
nufip2	NUFIP2
focad	FOCAD
LOC107380744	ZP3
eefsec	EEFSEC
LOC107372811	EVX1
LOC107378143	TBX18
msrb2	MSRB2
LOC107388114	ZNF235
rps5	RPS5
LOC107385873	SNAI2
cog7	COG7
syt4	SYT4
pbk	PBK
LOC107386871	CLDN4
rpe	RPE
drap1	DRAP1
LOC107396009	REV3L
dus2	DUS2
LOC107397123	ZNF318
LOC107388265	VSTM4
eva1a	EVA1C
xrcc2	XRCC2
LOC107389820	ILDR1
tmco6	TMCO6
LOC107384186	TRNAU1AP
col4a2	COL4A6
arhgef2	ARHGEF2
LOC107378675	NEO1
asic1	ASIC1
LOC107381329	RHCG
mboat2	MBOAT2
LOC107380916	HARBI1
LOC107372915	CSRNP3
LOC107396536	ZNF358
spg21	SPG21
LOC107372467	ZNF235
bmper	BMPER
LOC107397130	DNAH12
skap2	SKAP2
clip1	CLIP1
khdrbs2	KHDRBS2
LOC107384601	TAAR6
fam83d	FAM83D
mapk8ip2	MAPK8IP2
nkd1	NKD1
pds5b	PDS5B
bmpr1b	BMPR1B
LOC107374212	KMT2C
LOC107387082	ZNF112
ndufv1	NDUFV1
senp8	SENP8
LOC107377210	SPEG
LOC107373411	ZNF567
hic2	HIC2
LOC107382447	MYOM2
reep2	REEP2
LOC107385031	PPP1R12B
LOC107376306	CARD10
trappc10	TRAPPC10
LOC107389856	CCKAR
LOC107379155	PBX2
setdb1	SETDB1
LOC107380458	SEC24B
LOC107381464	GAS2
abhd8	ABHD8
LOC107379774	SUSD6
LOC107372327	F11R
LOC107386860	RAB36
homez	HOMEZ
gripap1	GRIPAP1
LOC107379259	CLEC12B
gle1	GLE1
nedd4	NEDD4
eprs	EPRS
LOC107388169	RAC2
LOC107374225	CYP2J2
srrm4	SRRM4
LOC107392752	CCDC85A
LOC107397362	ZNF570
LOC107380914	ZNF568
dct	DCT
LOC107385036	TNNT2
thumpd3	THUMPD3
LOC107380087	SYTL2
tmem9b	TMEM9B
LOC107376303	GGA1
lrrc16a	LRRC16A
LOC107383675	RAX
LOC107396893	ZNF226
gli3	GLI3
cacna2d4	CACNA2D4
LOC107378297	DNAJB1
LOC107374875	CH507-152C13.3
pkd1l1	PKD1L1
LOC107375164	ATF4
rsrc1	RSRC1
mpp1	MPP1
kpna4	KPNA4
LOC107385357	RAP1A
LOC107384608	ZNF449
galnt9	GALNT9
LOC107386933	UGT1A3
LOC107384764	BOLA2
LOC107385679	SPTAN1
LOC107383594	SLC1A6
LOC107384418	TCTEX1D1
chmp5	CHMP5
LOC107395622	L1CAM
LOC107394641	ZNF787
LOC107381220	ESRRG
LOC107394698	RRM2B
LOC107396900	ZNF235
LOC107386477	BCO2
LOC107394266	PI4KA
zcchc3	ZCCHC3
LOC107394562	SCAMP3
LOC107384690	COL1A2
dao	DAO
LOC107389232	CSNK2A2
psmc4	PSMC4
cad	CAD
LOC107385668	ADIPOR1
LOC107392145	SUMO2
LOC107391648	SYNE2
tubg1	TUBG1
rgs19	RGS19
allc	ALLC
pax1	PAX1
csgr10h1orf159	C1orf159
LOC107389946	TLR7
LOC107390838	SCN8A
paip1	PAIP1
tox4	TOX4
slc5a9	SLC5A9
LOC107391893	CDCA4
LOC107381926	MTSS1L
LOC107382734	DPP10
LOC107379085	GABBR1
ncstn	NCSTN
LOC107381408	RASSF10
c2cd2l	C2CD2L
LOC107379502	ATP1A3
rpl4	RPL4
vav1	VAV1
LOC107384567	INHBB
LOC107373594	CD163L1
LOC107396907	DUSP4
LOC107378466	TMEM121
nrg2	NRG2
LOC107385640	RARG
nphp3	NPHP3
LOC107395681	TARBP1
prrg1	PRRG1
gpr19	GPR19
LOC107391503	ART1
LOC107391873	CPXM1
taok3	TAOK3
LOC107388359	PLEKHA7
LOC107372642	ZNF235
crtam	CRTAM
LOC107373730	GRIK4
akap9	AKAP9
LOC107373216	OSCP1
nop58	NOP58
polr2l	POLR2L
LOC107396554	CBX1
wbscr22	WBSCR22
htt	HTT
tnfsf13b	TNFSF13B
wnt7b	WNT7B
LOC107381218	KCTD3
kif5c	KIF5C
LOC107389468	TMEM170A
agtr1	AGTR1
LOC107388848	PPP6R2
LOC107386415	MAP7D2
LOC107388318	AMPD3
plat	PLAT
LOC107373496	UNC13D
twsg1	TWSG1
LOC107375253	PLIN2
rint1	RINT1
dscr3	DSCR3
gfpt1	GFPT1
LOC107372650	RYR3
ndufb11	NDUFB11
LOC107390782	DNASE1L3
LOC107379017	FAM122A
LOC107392525	KRT17
csgr18h22orf39	C22orf39
ampd1	AMPD1
suv39h1	SUV39H1
LOC107393440	MAP3K19
LOC107377242	LRRN4
LOC107395904	WNT7A
LOC107380406	SLCO1C1
LOC107377643	XKR5
hhipl2	HHIPL2
rnf207	RNF207
ppp1r16b	PPP1R16B
fam207a	FAM207A
isg20l2	AEN
rbfox3	RBFOX3
fam120b	FAM120B
LOC107377364	ACY3
LOC107396736	PRELID1
LOC107372543	CD274
LOC107378650	ZIM3
arhgap17	ARHGAP17
tekt2	TEKT2
pgr	PGR
LOC107379518	CEACAM5
slc4a1	SLC4A1
LOC107373640	SEMA5B
tmem254	TMEM254
LOC107383996	FAM186A
LOC107389635	ARHGAP20
LOC107393096	ZCCHC11
LOC107380805	TMED9
mlh3	MLH3
LOC107385377	TGM5
gpr52	GPR52
dusp12	DUSP12
LOC107392111	OLA1
sardh	SARDH
LOC107375912	MAPK9
gemin4	GEMIN4
pcca	PCCA
hemk1	HEMK1
LOC107380711	GLB1L2
jkamp	JKAMP
slc4a1ap	SLC4A1AP
LOC107382174	CRMP1
atad1	ATAD1
LOC107391340	KRT8
LOC107372528	OPN1LW
LOC107378504	PRF1
dennd4c	DENND4C
pgam5	PGAM5
kiaa1468	KIAA1468
syf2	SYF2
LOC107374102	MRC1
LOC107383248	ZBED1
pde4d	PDE4D
sumo1	SUMO1
itga9	ITGA9
LOC107373166	PLAUR
afmid	AFMID
kiaa1147	KIAA1147
ramp1	RAMP1
LOC107385052	PRG4
LOC107380461	NLRC3
LOC107388120	ZNF235
LOC107393938	TBX5
LOC107378067	CYP46A1
LOC107382204	F8A3
LOC107387767	FBXO11
ilvbl	ILVBL
LOC107376501	KDELR2
asic4	ASIC4
snx6	SNX6
gk5	GK5
LOC107379813	CLDN4
LOC107384043	HARBI1
itih3	ITIH3
LOC107385126	ITIH4
shq1	SHQ1
LOC107379041	TRIM28
rps18	RPS18
zpr1	ZPR1
snrnp200	SNRNP200
dusp19	DUSP19
nbn	NBN
strn4	STRN4
chaf1a	CHAF1A
LOC107382520	TSPAN9
acadl	ACADL
chpt1	CHPT1
LOC107379235	MS4A4A
LOC107379340	FABP6
fermt3	FERMT3
dnaja1	DNAJA1
atg12	ATG12
trpm5	TRPM5
hao2	HAO2
cdhr2	CDHR2
mars2	MARS2
plekho2	PLEKHO2
abcc4	ABCC4
LOC107385057	PPM1H
hsd17b3	HSD17B3
LOC107386603	PCDH10
LOC107383791	HIST2H2AB
slc45a1	SLC45A1
LOC107376618	CDIP1
itsn1	ITSN1
LOC107389046	BSCL2
LOC107390136	ZNF436
march8	MARCH8
sdhaf2	SDHAF2
LOC107386040	GRSF1
LOC107378569	EFTUD2
LOC107382255	HIST1H1C
mbd5	MBD5
LOC107372930	CDK14
LOC107392114	MFI2
tyw5	TYW5
LOC107387124	MPZL1
LOC107381492	IL17F
LOC107395366	CYP26C1
LOC107394379	SLA
lhx5	LHX5
LOC107381551	TMEM266
LOC107382661	CPNE3
LOC107384796	CNIH3
gnrh1	GNRH1
LOC107376853	ARFIP1
LOC107396773	CRYGB
LOC107375316	SLC22A7
LOC107376280	FGF18
LOC107386087	DEF6
tmem25	TMEM25
vstm5	VSTM5
LOC107384705	IQCJ-SCHIP1
LOC107384597	TBX19
nxt2	NXT2
LOC107374414	RASGRP3
zfhx4	ZFHX4
LOC107373628	YIPF7
stxbp3	STXBP3
LOC107387242	HCAR2
dcaf11	DCAF11
atp6ap1l	ATP6AP1L
napg	NAPG
LOC107373235	OR1C1
lyst	LYST
LOC107372903	CDC6
hax1	HAX1
calhm3	CALHM3
LOC107390556	ATF7IP
LOC107373856	PCDHA8
lepr	LEPR
LOC107381917	ACKR4
LOC107387984	CA4
LOC107389909	COL11A1
mpv17l2	MPV17L2
hoxd4	HOXD4
ttll4	TTLL4
trmt5	TRMT5
LOC107396140	PPM1F
adamts9	ADAMTS9
LOC107385578	SORT1
LOC107383010	CTNND2
LOC107387476	TAP2
rad9b	RAD9B
arsa	ARSA
lpgat1	LPGAT1
ankrd54	ANKRD54
LOC107379858	ZSCAN20
nedd8	NEDD8
cep128	CEP128
vegfa	VEGFA
LOC107376978	SAMD9L
tmem80	TMEM80
LOC107396212	DEPDC5
LOC107378559	CDK6
plekhg6	PLEKHG6
LOC107384594	TAAR6
med18	MED18
LOC107379582	CELF3
hpgd	HPGD
strbp	STRBP
LOC107388489	NRCAM
ing3	ING3
LOC107379094	MRC1
LOC107379220	MCL1
LOC107391291	NR1H4
LOC107391368	PDYN
six6	SIX6
LOC107372961	ZNF235
LOC107373600	PLPPR5
fgfr1op2	FGFR1OP2
LOC107395385	MDC1
LOC107381169	CKLF
nek2	NEK2
LOC107396752	ZNF300
hars	HARS
rad51d	RAD51D
LOC107391427	PIK3CG
LOC107377141	PCDH11X
LOC107389446	OR10AG1
LOC107382813	RAB33A
LOC107387207	CADM1
ar	AR
LOC107396882	PCDHB16
LOC107396746	NMT1
LOC107375216	FBXL3
LOC107393697	IGSF9
adprhl1	ADPRHL1
LOC107373286	ZNF235
parp2	PARP2
LOC107376744	CASKIN2
LOC107394782	SESN1
LOC107377420	FABP2
LOC107392507	ARID1B
tmem53	TMEM53
megf8	MEGF8
LOC107389683	TRIM21
slc2a6	SLC2A8
LOC107395414	MMP17
shoc2	SHOC2
pllp	PLLP
rmi2	RMI2
apaf1	APAF1
LOC107397054	MAPK12
xkrx	XK
LOC107390256	PGBD4
mcm6	MCM6
LOC107378854	FASLG
LOC107396769	RIN2
LOC107388075	ZFP62
zpld1	ZPLD1
LOC107394849	LMX1A
wbp4	WBP4
LOC107388176	UQCRC2
LOC107390533	ACSS2
crabp2	CRABP2
LOC107372366	MFSD4
sgf29	SGF29
cct2	CCT2
fbrs	AUTS2
incenp	INCENP
LOC107376065	ZNF33A
tbx15	TBX15
LOC107386290	UGT2A2
il17rb	IL17RB
slc8a1	SLC8A1
LOC107396812	PGBD4
unc119	UNC119
atp1b4	ATP1B4
LOC107374849	BHMT
crygs	CRYGS
LOC107390586	LBP
LOC107390879	SP5
LOC107397076	PTPN11
LOC107393770	SLC25A37
egr3	EGR3
adgrb3	ADGRB3
mybl1	MYBL1
LOC107378808	SULT2B1
cd151	CD151
LOC107388224	CBX7
got2	GOT2
aldh1l2	ALDH1L2
agrp	AGRP
LOC107381678	ILDR2
nsun3	NSUN3
ttc37	TTC37
LOC107387263	ZNF235
LOC107393721	ARID5A
LOC107385048	SLC25A22
usp4	USP4
imp4	IMP4
msra	MSRA
LOC107391345	TMEM106C
bbs9	BBS9
LOC107395616	CNTN2
gtf2h5	GTF2H5
LOC107397035	DPF1
LOC107386624	ZNF3
fbxo38	FBXO38
LOC107387015	TRIM47
LOC107395471	MEFV
LOC107386879	CCDC64
LOC107379214	TMOD4
klf18	KLF2
LOC107387718	HTR3A
LOC107372530	FBLN7
LOC107390308	MBTD1
fkbp4	FKBP4
rpl7l1	RPL7L1
gtf2f1	GTF2F1
LOC107392154	FUT9
LOC107373690	GIN1
mybpc1	MYBPC1
LOC107386163	CIZ1
LOC107372470	RYR2
pars2	PARS2
LOC107373154	ZNF569
LOC107379959	OR51F2
lyrm1	LYRM1
LOC107376218	UBN2
asphd1	ASPHD2
rpl27a	RPL27A
dgka	DGKA
LOC107387524	HTR3A
LOC107374660	TGFBR3
LOC107382594	CD38
znhit1	ZNHIT1
LOC107395715	CADPS
lhfpl5	LHFPL3
LOC107372795	STAT1
mnx1	HOXA1
aqp9	AQP9
rpp30	RPP30
tpgs2	TPGS2
lhfpl2	LHFPL2
hoxd11	HOXD11
slc35f6	SLC35F6
LOC107376031	MINPP1
LOC107374483	TAAR6
sbno1	SBNO1
LOC107395542	OR4S1
tmem150a	TMEM150A
mutyh	MUTYH
LOC107385422	GATA2
LOC107393384	MLLT10
spag5	SPAG5
zbtb10	ZBTB10
fkbp1b	FKBP1B
ripk4	RIPK4
LOC107378292	ASF1A
LOC107389413	LRRC16B
crx	OTX2
tgfbr3	TGFBR3
fgf11	FGF14
sspn	SSPN
foxb1	FOXB1
LOC107391207	SPRYD4
mrpl21	MRPL21
LOC107386418	ZFX
dnmt3b	DNMT3B
gpx8	GPX8
LOC107389917	VANGL1
urb1	URB1
ybx1	YBX2
LOC107378608	GRIN2C
amer2	AMER2
ddo	DDO
LOC107372407	PRICKLE1
LOC107395833	COL8A1
LOC107391078	RBM39
slc28a1	SLC28A1
LOC107383061	TNK2
tmem67	TMEM67
twist2	TWIST2
dhcr7	DHCR7
cops4	COPS4
LOC107385101	CISH
arl15	ARL15
etaa1	ETAA1
LOC107379422	TRPV5
tmem74b	TMEM74B
LOC107387196	GRIA4
LOC107373526	ZNF235
LOC107395038	CYP7A1
lrrc30	LRRC30
LOC107374010	SEMA4B
adgrv1	ADGRV1
cul5	CUL5
LOC107379395	APOE
bmp15	BMP15
adamts5	ADAMTS5
LOC107394211	STRN
LOC107384491	CLDN1
galnt14	GALNT14
nrbp1	NRBP1
LOC107386663	RPS6KA4
pibf1	PIBF1
LOC107388602	PDE3A
LOC107376558	HRH2
LOC107379681	PRSS1
LOC107391635	DTD2
gldc	GLDC
LOC107378668	KCNK5
LOC107374619	RTL1
LOC107390020	AC004381.6
LOC107383947	ARHGAP21
utrn	UTRN
chmp2a	CHMP2A
tmem221	TMEM221
polr2a	POLR2A
adssl1	ADSS
LOC107383398	ANGPT2
LOC107395816	CNNM4
LOC107377406	TYRP1
LOC107374460	AGFG1
smpd1	SMPD1
hoxc4	HOXC4
mboat1	MBOAT1
chst14	CHST14
rpn1	RPN1
LOC107387028	MLXIP
triap1	TRIAP1
LOC107380274	RRM1
LOC107375142	HIP1R
LOC107372692	TAAR6
tmem243	TMEM243
impad1	IMPAD1
commd1	COMMD1
tmem151b	TMEM151B
LOC107388189	SLC16A6
LOC107379725	TEX10
aaas	AAAS
nmt1	NMT1
wdr26	WDR26
LOC107384325	CYSTM1
LOC107373471	EPHX1
rnf139	RNF139
lypla2	LYPLA2
csgr05h8orf37	WDR73
LOC107377492	SH3BGRL3
tgfb3	TGFB3
rpl28	RPL28
ebf1	EBF1
LOC107384639	BIN1
ung	UNG
znf593	ZNF593
LOC107396678	CSPG4
LOC107389896	MREG
LOC107385547	TRIM32
trim36	TRIM36
LOC107381755	ADAMTS7
smad7	SMAD7
prdm14	PRDM14
LOC107373768	TRIP13
LOC107395013	NT5C1A
slc22a17	SLC22A17
LOC107380564	CASR
irx4	IRX4
pqlc3	PQLC3
LOC107372432	ME1
pde1b	PDE1B
LOC107396354	NLRX1
fam78a	FAM78A
syngr3	SYNGR1
LOC107378576	RND2
gpi	GPI
sall1	SALL1
ndufs5	NDUFS5
LOC107373010	SST
smap1	SMAP1
